CustomerID,Gender,Age,AnnualIncome,SpendingScore
CUST_012425,Female,27,55,97
CUST_012426,Female,18,87,74
CUST_012427,Female,31,75,45
CUST_012428,Female,51,58,64
CUST_012429,Male,44,57,66
CUST_012430,Female,39,53,65
CUST_012431,Female,37,32,34
CUST_012432,Male,31,54,39
CUST_012433,Female,42,60,60
CUST_012434,Female,40,33,25
CUST_012435,Male,34,37,10
CUST_012436,Female,36,106,72
CUST_012437,Female,18,92,9
CUST_012438,Male,30,45,34
CUST_012439,Male,23,45,39
CUST_012440,Male,22,70,39
CUST_012441,Female,39,51,86
CUST_012442,Female,22,61,44
CUST_012443,Female,42,59,50
CUST_012444,Male,45,50,62
CUST_012445,Male,34,30,47
CUST_012446,Male,28,43,73
CUST_012447,Female,45,52,61
CUST_012448,Female,40,47,81
CUST_012449,Female,46,34,59
CUST_012450,Male,24,93,54
CUST_012451,Female,32,69,1
CUST_012452,Female,32,55,24
CUST_012453,Male,37,72,73
CUST_012454,Female,41,54,33
CUST_012455,Male,36,107,49
CUST_012456,Male,48,118,53
CUST_012457,Male,31,93,42
CUST_012458,Female,24,80,92
CUST_012459,Male,28,52,1
CUST_012460,Male,27,21,77
CUST_012461,Male,30,86,55
CUST_012462,Female,32,50,36
CUST_012463,Female,32,60,74
CUST_012464,Female,37,68,21
CUST_012465,Male,30,71,73
CUST_012466,Male,45,67,29
CUST_012467,Male,18,44,37
CUST_012468,Male,18,56,67
CUST_012469,Female,45,53,47
CUST_012470,Female,44,81,68
CUST_012471,Female,47,53,55
CUST_012472,Female,41,54,42
CUST_012473,Male,35,61,53
CUST_012474,Male,32,54,63
CUST_012475,Female,18,59,41
CUST_012476,Male,36,38,63
CUST_012477,Male,20,37,45
CUST_012478,Male,59,48,47
CUST_012479,Male,24,66,61
CUST_012480,Male,34,42,31
CUST_012481,Female,50,65,12
CUST_012482,Female,31,79,59
CUST_012483,Male,31,30,2
CUST_012484,Male,18,40,66
CUST_012485,Female,21,32,95
CUST_012486,Male,40,31,66
CUST_012487,Male,51,15,94
CUST_012488,Male,26,63,31
CUST_012489,Male,36,42,7
CUST_012490,Female,62,63,54
CUST_012491,Female,40,79,77
CUST_012492,Male,44,40,45
CUST_012493,Male,27,75,88
CUST_012494,Male,50,82,100
CUST_012495,Male,28,46,1
CUST_012496,Female,26,20,66
CUST_012497,Female,49,35,84
CUST_012498,Female,28,108,92
CUST_012499,Female,34,54,22
CUST_012500,Female,51,80,23
CUST_012501,Female,25,60,31
CUST_012502,Male,32,24,63
CUST_012503,Male,28,70,46
CUST_012504,Female,31,47,86
CUST_012505,Male,35,99,67
CUST_012506,Female,48,45,62
CUST_012507,Female,51,94,51
CUST_012508,Female,36,93,62
CUST_012509,Male,27,31,52
CUST_012510,Female,41,73,46
CUST_012511,Male,35,52,36
CUST_012512,Female,35,83,58
CUST_012513,Male,24,68,83
CUST_012514,Female,18,63,33
CUST_012515,Female,34,51,34
CUST_012516,Male,24,71,54
CUST_012517,Female,29,31,80
CUST_012518,Female,49,78,7
CUST_012519,Male,34,76,69
CUST_012520,Female,46,70,39
CUST_012521,Male,37,41,86
CUST_012522,Female,40,40,17
CUST_012523,Female,29,46,80
CUST_012524,Male,46,41,75
CUST_012525,Male,38,66,100
CUST_012526,Female,32,49,27
CUST_012527,Male,38,52,63
CUST_012528,Male,27,50,52
CUST_012529,Female,32,36,42
CUST_012530,Male,34,49,53
CUST_012531,Male,29,82,100
CUST_012532,Female,50,76,41
CUST_012533,Male,30,69,6
CUST_012534,Male,55,89,44
CUST_012535,Male,35,49,33
CUST_012536,Female,32,53,21
CUST_012537,Female,29,80,7
CUST_012538,Female,39,59,81
CUST_012539,Male,43,41,50
CUST_012540,Male,18,36,28
CUST_012541,Male,35,41,31
CUST_012542,Male,18,85,100
CUST_012543,Female,44,64,72
CUST_012544,Male,44,66,34
CUST_012545,Male,35,60,35
CUST_012546,Male,37,45,99
CUST_012547,Female,20,15,69
CUST_012548,Female,29,27,18
CUST_012549,Female,28,84,25
CUST_012550,Female,30,75,73
CUST_012551,Female,43,92,72
CUST_012552,Male,47,65,66
CUST_012553,Male,41,74,53
CUST_012554,Female,31,34,32
CUST_012555,Female,27,28,86
CUST_012556,Female,35,81,51
CUST_012557,Female,37,65,82
CUST_012558,Female,32,60,78
CUST_012559,Female,28,49,67
CUST_012560,Female,41,96,48
CUST_012561,Female,42,43,44
CUST_012562,Male,21,89,48
CUST_012563,Female,31,60,85
CUST_012564,Female,42,19,39
CUST_012565,Male,44,72,47
CUST_012566,Female,35,58,64
CUST_012567,Female,38,51,97
CUST_012568,Male,37,62,63
CUST_012569,Female,44,15,54
CUST_012570,Male,23,63,41
CUST_012571,Female,37,61,100
CUST_012572,Female,26,97,46
CUST_012573,Male,45,106,26
CUST_012574,Male,24,54,74
CUST_012575,Female,39,79,62
CUST_012576,Male,26,86,32
CUST_012577,Male,42,61,54
CUST_012578,Female,39,64,66
CUST_012579,Male,37,52,70
CUST_012580,Male,54,33,45
CUST_012581,Female,27,82,64
CUST_012582,Female,44,40,93
CUST_012583,Female,46,54,58
CUST_012584,Female,44,81,71
CUST_012585,Male,28,32,44
CUST_012586,Male,32,54,41
CUST_012587,Male,28,88,42
CUST_012588,Female,32,31,24
CUST_012589,Female,26,51,12
CUST_012590,Female,31,34,70
CUST_012591,Female,49,79,66
CUST_012592,Female,31,98,58
CUST_012593,Male,36,84,20
CUST_012594,Male,27,67,100
CUST_012595,Male,34,56,19
CUST_012596,Male,43,75,34
CUST_012597,Female,39,73,37
CUST_012598,Male,49,34,39
CUST_012599,Female,22,37,73
CUST_012600,Female,27,28,47
CUST_012601,Male,30,64,24
CUST_012602,Female,50,54,66
CUST_012603,Female,37,72,33
CUST_012604,Male,20,84,36
CUST_012605,Female,45,66,16
CUST_012606,Female,36,58,68
CUST_012607,Female,43,85,23
CUST_012608,Female,50,29,16
CUST_012609,Female,25,61,87
CUST_012610,Female,50,55,82
CUST_012611,Male,34,56,58
CUST_012612,Male,30,49,21
CUST_012613,Male,36,86,67
CUST_012614,Male,23,25,33
CUST_012615,Female,34,73,39
CUST_012616,Female,32,39,59
CUST_012617,Male,25,19,100
CUST_012618,Male,28,68,79
CUST_012619,Male,46,70,87
CUST_012620,Female,33,87,41
CUST_012621,Female,25,60,56
CUST_012622,Female,39,79,79
CUST_012623,Female,42,77,51
CUST_012624,Male,34,63,9
CUST_012625,Male,22,34,6
CUST_012626,Male,18,74,29
CUST_012627,Male,25,77,67
CUST_012628,Female,45,42,27
CUST_012629,Female,44,52,70
CUST_012630,Female,27,24,89
CUST_012631,Female,32,78,13
CUST_012632,Male,41,40,100
CUST_012633,Male,33,72,58
CUST_012634,Female,44,76,27
CUST_012635,Female,34,72,76
CUST_012636,Male,39,62,35
CUST_012637,Female,31,79,100
CUST_012638,Female,27,58,34
CUST_012639,Male,46,80,35
CUST_012640,Female,19,51,74
CUST_012641,Male,29,84,64
CUST_012642,Female,34,64,22
CUST_012643,Female,43,59,48
CUST_012644,Female,26,60,62
CUST_012645,Male,36,84,48
CUST_012646,Male,21,51,100
CUST_012647,Male,39,65,31
CUST_012648,Male,53,40,64
CUST_012649,Female,18,50,100
CUST_012650,Female,27,70,48
CUST_012651,Male,43,47,28
CUST_012652,Male,64,79,61
CUST_012653,Male,40,89,22
CUST_012654,Female,27,48,23
CUST_012655,Male,33,49,4
CUST_012656,Male,22,77,1
CUST_012657,Female,43,66,79
CUST_012658,Male,45,30,54
CUST_012659,Female,49,43,44
CUST_012660,Female,31,63,53
CUST_012661,Male,26,99,5
CUST_012662,Female,49,79,72
CUST_012663,Female,48,110,65
CUST_012664,Female,25,60,77
CUST_012665,Male,31,15,34
CUST_012666,Male,42,109,33
CUST_012667,Female,32,41,65
CUST_012668,Female,35,31,77
CUST_012669,Male,20,77,65
CUST_012670,Male,23,88,44
CUST_012671,Male,34,85,28
CUST_012672,Male,28,68,43
CUST_012673,Female,23,22,33
CUST_012674,Male,31,67,29
CUST_012675,Male,26,87,48
CUST_012676,Female,35,69,65
CUST_012677,Male,44,59,27
CUST_012678,Female,31,80,59
CUST_012679,Female,30,79,79
CUST_012680,Male,45,51,51
CUST_012681,Female,42,69,4
CUST_012682,Female,42,58,4
CUST_012683,Male,18,65,43
CUST_012684,Male,30,59,73
CUST_012685,Female,29,54,39
CUST_012686,Female,26,45,62
CUST_012687,Female,45,68,43
CUST_012688,Male,29,72,63
CUST_012689,Female,21,48,46
CUST_012690,Male,37,38,48
CUST_012691,Female,34,57,100
CUST_012692,Female,25,54,66
CUST_012693,Female,45,80,66
CUST_012694,Female,40,80,39
CUST_012695,Female,40,35,54
CUST_012696,Female,39,55,47
CUST_012697,Male,45,66,62
CUST_012698,Female,33,52,38
CUST_012699,Female,22,88,27
CUST_012700,Male,32,30,100
CUST_012701,Female,18,46,57
CUST_012702,Male,24,61,33
CUST_012703,Female,51,45,32
CUST_012704,Female,23,51,34
CUST_012705,Male,23,23,30
CUST_012706,Female,41,84,28
CUST_012707,Male,43,71,49
CUST_012708,Female,18,19,85
CUST_012709,Female,37,79,2
CUST_012710,Male,29,55,31
CUST_012711,Male,38,52,30
CUST_012712,Male,31,62,41
CUST_012713,Female,21,51,35
CUST_012714,Female,30,59,53
CUST_012715,Male,41,39,37
CUST_012716,Male,54,52,58
CUST_012717,Male,38,45,59
CUST_012718,Female,31,69,57
CUST_012719,Female,23,57,57
CUST_012720,Male,33,58,1
CUST_012721,Female,31,40,49
CUST_012722,Male,38,73,12
CUST_012723,Female,34,68,31
CUST_012724,Female,39,83,51
CUST_012725,Female,31,66,56
CUST_012726,Female,52,58,47
CUST_012727,Female,40,72,28
CUST_012728,Female,27,45,52
CUST_012729,Female,45,51,99
CUST_012730,Male,23,49,66
CUST_012731,Male,26,84,83
CUST_012732,Male,26,58,40
CUST_012733,Female,48,62,29
CUST_012734,Male,33,47,70
CUST_012735,Male,28,65,100
CUST_012736,Female,36,59,31
CUST_012737,Male,40,87,36
CUST_012738,Female,50,57,83
CUST_012739,Female,20,73,19
CUST_012740,Female,47,40,46
CUST_012741,Female,18,61,90
CUST_012742,Female,44,67,53
CUST_012743,Female,46,41,4
CUST_012744,Male,47,64,16
CUST_012745,Female,40,37,9
CUST_012746,Male,24,15,67
CUST_012747,Male,42,63,31
CUST_012748,Female,24,80,79
CUST_012749,Male,25,17,38
CUST_012750,Male,30,74,54
CUST_012751,Male,31,82,21
CUST_012752,Male,37,19,51
CUST_012753,Male,28,57,57
CUST_012754,Male,38,35,42
CUST_012755,Female,21,99,78
CUST_012756,Female,35,61,35
CUST_012757,Male,32,26,34
CUST_012758,Female,45,78,47
CUST_012759,Male,46,52,82
CUST_012760,Male,33,60,36
CUST_012761,Male,18,38,57
CUST_012762,Female,20,74,68
CUST_012763,Male,46,70,88
CUST_012764,Female,33,75,23
CUST_012765,Female,52,50,39
CUST_012766,Female,43,41,78
CUST_012767,Female,37,76,29
CUST_012768,Female,36,80,81
CUST_012769,Male,23,23,89
CUST_012770,Male,28,66,78
CUST_012771,Female,39,65,36
CUST_012772,Female,31,60,54
CUST_012773,Male,39,72,62
CUST_012774,Male,45,15,63
CUST_012775,Female,33,94,37
CUST_012776,Male,30,107,65
CUST_012777,Male,26,65,75
CUST_012778,Female,43,70,77
CUST_012779,Female,42,44,51
CUST_012780,Female,56,74,1
CUST_012781,Female,36,59,46
CUST_012782,Female,34,55,15
CUST_012783,Male,39,56,62
CUST_012784,Male,32,41,35
CUST_012785,Female,26,86,43
CUST_012786,Female,35,92,35
CUST_012787,Male,39,43,90
CUST_012788,Female,40,68,71
CUST_012789,Female,39,76,46
CUST_012790,Male,45,39,79
CUST_012791,Male,40,49,69
CUST_012792,Male,37,48,74
CUST_012793,Female,22,83,1
CUST_012794,Female,37,78,100
CUST_012795,Male,33,73,80
CUST_012796,Female,23,52,46
CUST_012797,Female,40,66,73
CUST_012798,Female,40,82,46
CUST_012799,Female,39,89,78
CUST_012800,Male,40,44,60
CUST_012801,Female,36,18,12
CUST_012802,Male,32,37,37
CUST_012803,Female,52,49,89
CUST_012804,Male,36,65,26
CUST_012805,Female,18,70,54
CUST_012806,Female,18,58,87
CUST_012807,Male,47,67,79
CUST_012808,Male,18,73,40
CUST_012809,Female,29,47,39
CUST_012810,Female,22,51,17
CUST_012811,Male,31,71,70
CUST_012812,Female,38,68,43
CUST_012813,Male,28,33,56
CUST_012814,Male,26,75,100
CUST_012815,Male,42,62,53
CUST_012816,Male,61,39,67
CUST_012817,Female,40,55,72
CUST_012818,Female,25,55,38
CUST_012819,Male,43,42,44
CUST_012820,Female,52,62,26
CUST_012821,Male,45,65,30
CUST_012822,Female,19,84,50
CUST_012823,Male,40,27,45
CUST_012824,Female,30,62,29
CUST_012825,Female,35,50,40
CUST_012826,Male,31,53,23
CUST_012827,Female,42,100,38
CUST_012828,Male,31,80,73
CUST_012829,Male,49,83,65
CUST_012830,Male,34,65,44
CUST_012831,Male,32,62,8
CUST_012832,Male,40,36,80
CUST_012833,Male,38,94,49
CUST_012834,Male,41,40,72
CUST_012835,Male,33,68,5
CUST_012836,Female,48,52,73
CUST_012837,Female,44,53,9
CUST_012838,Male,34,31,48
CUST_012839,Male,43,65,32
CUST_012840,Male,32,23,39
CUST_012841,Female,40,15,39
CUST_012842,Female,43,48,27
CUST_012843,Female,37,68,38
CUST_012844,Male,26,36,51
CUST_012845,Male,23,20,53
CUST_012846,Male,37,96,52
CUST_012847,Female,27,100,72
CUST_012848,Female,45,73,61
CUST_012849,Male,19,52,63
CUST_012850,Female,48,70,78
CUST_012851,Male,35,73,53
CUST_012852,Male,26,71,100
CUST_012853,Female,30,74,69
CUST_012854,Female,32,71,41
CUST_012855,Male,39,52,56
CUST_012856,Male,22,61,79
CUST_012857,Female,25,75,19
CUST_012858,Female,31,68,1
CUST_012859,Female,34,77,49
CUST_012860,Male,42,42,1
CUST_012861,Male,37,66,35
CUST_012862,Female,31,43,50
CUST_012863,Female,37,61,59
CUST_012864,Male,36,46,17
CUST_012865,Female,32,54,100
CUST_012866,Female,36,78,55
CUST_012867,Male,18,71,25
CUST_012868,Male,44,40,72
CUST_012869,Female,40,50,34
CUST_012870,Female,49,76,75
CUST_012871,Female,26,97,86
CUST_012872,Female,40,76,39
CUST_012873,Male,18,46,51
CUST_012874,Male,18,56,75
CUST_012875,Female,32,66,55
CUST_012876,Male,29,66,71
CUST_012877,Female,45,63,37
CUST_012878,Female,46,42,100
CUST_012879,Female,47,51,33
CUST_012880,Male,40,65,55
CUST_012881,Female,41,51,29
CUST_012882,Female,22,79,37
CUST_012883,Female,48,24,50
CUST_012884,Female,47,85,27
CUST_012885,Male,21,101,1
CUST_012886,Male,39,67,78
CUST_012887,Male,29,45,6
CUST_012888,Male,53,91,89
CUST_012889,Female,25,53,49
CUST_012890,Female,35,44,17
CUST_012891,Female,36,66,39
CUST_012892,Female,34,83,75
CUST_012893,Male,56,98,49
CUST_012894,Female,51,48,36
CUST_012895,Male,18,62,41
CUST_012896,Male,39,62,34
CUST_012897,Female,34,50,45
CUST_012898,Female,43,65,20
CUST_012899,Female,37,71,50
CUST_012900,Male,26,66,46
CUST_012901,Female,24,41,63
CUST_012902,Male,30,61,43
CUST_012903,Male,33,37,39
CUST_012904,Female,36,28,31
CUST_012905,Female,29,59,72
CUST_012906,Female,52,69,57
CUST_012907,Female,40,60,100
CUST_012908,Female,43,53,52
CUST_012909,Female,33,66,51
CUST_012910,Female,24,94,66
CUST_012911,Female,43,64,53
CUST_012912,Female,25,103,61
CUST_012913,Female,18,56,43
CUST_012914,Male,40,57,16
CUST_012915,Female,27,65,1
CUST_012916,Female,31,15,62
CUST_012917,Male,41,62,46
CUST_012918,Female,25,39,33
CUST_012919,Male,18,74,42
CUST_012920,Female,47,48,12
CUST_012921,Female,34,47,89
CUST_012922,Male,47,62,61
CUST_012923,Male,41,46,55
CUST_012924,Female,41,45,41
CUST_012925,Male,36,58,63
CUST_012926,Male,36,88,32
CUST_012927,Male,46,56,21
CUST_012928,Female,43,104,79
CUST_012929,Female,29,84,39
CUST_012930,Female,39,52,42
CUST_012931,Female,28,67,29
CUST_012932,Female,31,66,14
CUST_012933,Female,40,57,63
CUST_012934,Male,28,66,51
CUST_012935,Female,36,40,50
CUST_012936,Female,38,85,39
CUST_012937,Female,31,61,22
CUST_012938,Male,42,79,75
CUST_012939,Male,30,49,10
CUST_012940,Male,44,99,14
CUST_012941,Male,36,55,14
CUST_012942,Female,36,44,100
CUST_012943,Male,26,18,45
CUST_012944,Female,32,63,39
CUST_012945,Male,36,75,16
CUST_012946,Male,45,77,38
CUST_012947,Female,31,60,88
CUST_012948,Male,45,39,78
CUST_012949,Female,27,92,4
CUST_012950,Male,38,54,36
CUST_012951,Male,29,19,96
CUST_012952,Female,50,57,49
CUST_012953,Female,48,20,16
CUST_012954,Male,37,15,39
CUST_012955,Male,29,50,54
CUST_012956,Female,19,38,100
CUST_012957,Female,38,47,30
CUST_012958,Female,37,57,58
CUST_012959,Male,43,35,21
CUST_012960,Female,20,71,44
CUST_012961,Male,36,39,66
CUST_012962,Male,39,49,18
CUST_012963,Female,25,67,65
CUST_012964,Male,36,92,98
CUST_012965,Male,27,48,58
CUST_012966,Male,26,48,77
CUST_012967,Male,29,75,14
CUST_012968,Female,32,59,40
CUST_012969,Female,47,60,1
CUST_012970,Male,31,65,56
CUST_012971,Female,26,46,58
CUST_012972,Female,43,63,45
CUST_012973,Female,45,102,49
CUST_012974,Male,43,57,73
CUST_012975,Female,48,101,41
CUST_012976,Female,36,29,69
CUST_012977,Male,36,54,50
CUST_012978,Male,27,59,65
CUST_012979,Male,48,32,47
CUST_012980,Female,34,53,96
CUST_012981,Male,31,45,22
CUST_012982,Female,31,45,77
CUST_012983,Male,41,61,43
CUST_012984,Female,35,92,54
CUST_012985,Male,36,72,56
CUST_012986,Female,31,76,48
CUST_012987,Female,33,65,84
CUST_012988,Male,33,41,28
CUST_012989,Female,49,56,70
CUST_012990,Male,18,60,78
CUST_012991,Female,39,55,65
CUST_012992,Female,45,54,82
CUST_012993,Male,18,70,17
CUST_012994,Male,34,79,55
CUST_012995,Male,44,87,59
CUST_012996,Female,27,58,44
CUST_012997,Female,37,86,41
CUST_012998,Female,25,57,62
CUST_012999,Male,35,62,24
CUST_013000,Male,47,68,74
CUST_013001,Female,51,79,65
CUST_013002,Male,37,99,36
CUST_013003,Female,22,34,38
CUST_013004,Male,31,54,21
CUST_013005,Male,18,70,42
CUST_013006,Female,32,38,44
CUST_013007,Female,44,29,64
CUST_013008,Female,21,56,46
CUST_013009,Male,32,40,91
CUST_013010,Male,26,71,1
CUST_013011,Female,52,46,51
CUST_013012,Female,38,70,61
CUST_013013,Female,43,89,18
CUST_013014,Male,37,99,56
CUST_013015,Female,42,66,40
CUST_013016,Female,45,45,88
CUST_013017,Female,35,87,34
CUST_013018,Female,29,65,48
CUST_013019,Male,25,65,52
CUST_013020,Female,52,70,4
CUST_013021,Female,43,38,75
CUST_013022,Female,18,35,32
CUST_013023,Female,32,75,38
CUST_013024,Female,39,51,35
CUST_013025,Female,51,71,8
CUST_013026,Male,23,59,39
CUST_013027,Male,39,81,67
CUST_013028,Male,31,93,60
CUST_013029,Male,23,63,100
CUST_013030,Male,48,77,48
CUST_013031,Male,25,59,45
CUST_013032,Male,44,86,67
CUST_013033,Male,19,30,52
CUST_013034,Male,30,72,52
CUST_013035,Male,40,52,24
CUST_013036,Female,42,72,67
CUST_013037,Female,39,57,100
CUST_013038,Male,44,68,80
CUST_013039,Female,32,52,100
CUST_013040,Female,48,15,38
CUST_013041,Male,38,84,21
CUST_013042,Female,42,21,38
CUST_013043,Female,38,39,22
CUST_013044,Female,39,69,96
CUST_013045,Male,24,69,53
CUST_013046,Female,25,79,1
CUST_013047,Male,29,69,45
CUST_013048,Female,40,84,63
CUST_013049,Female,29,76,44
CUST_013050,Female,32,27,41
CUST_013051,Female,34,63,61
CUST_013052,Male,49,48,17
CUST_013053,Female,41,95,46
CUST_013054,Female,20,47,1
CUST_013055,Male,36,76,64
CUST_013056,Female,31,30,65
CUST_013057,Male,32,56,53
CUST_013058,Male,35,62,58
CUST_013059,Female,46,28,38
CUST_013060,Male,26,53,57
CUST_013061,Female,37,69,65
CUST_013062,Male,37,80,58
CUST_013063,Male,32,78,60
CUST_013064,Female,28,62,82
CUST_013065,Male,27,68,46
CUST_013066,Female,30,37,36
CUST_013067,Female,42,26,41
CUST_013068,Female,31,59,25
CUST_013069,Female,34,33,31
CUST_013070,Female,23,15,61
CUST_013071,Male,30,54,33
CUST_013072,Female,37,53,80
CUST_013073,Male,18,43,1
CUST_013074,Female,45,67,45
CUST_013075,Female,29,70,48
CUST_013076,Female,52,68,53
CUST_013077,Female,39,55,39
CUST_013078,Female,18,51,17
CUST_013079,Female,37,35,54
CUST_013080,Female,31,58,94
CUST_013081,Male,37,74,3
CUST_013082,Male,51,57,40
CUST_013083,Female,42,62,87
CUST_013084,Female,32,64,77
CUST_013085,Male,21,57,43
CUST_013086,Male,43,46,35
CUST_013087,Male,40,59,43
CUST_013088,Female,46,65,68
CUST_013089,Female,33,71,23
CUST_013090,Male,37,102,70
CUST_013091,Male,32,62,58
CUST_013092,Male,35,68,54
CUST_013093,Male,19,45,16
CUST_013094,Male,38,61,44
CUST_013095,Female,38,39,40
CUST_013096,Female,29,32,43
CUST_013097,Male,41,38,43
CUST_013098,Male,43,60,5
CUST_013099,Male,49,26,38
CUST_013100,Female,24,65,36
CUST_013101,Male,41,61,76
CUST_013102,Male,48,33,66
CUST_013103,Male,31,53,57
CUST_013104,Female,48,53,69
CUST_013105,Female,27,75,45
CUST_013106,Female,35,43,69
CUST_013107,Male,18,85,42
CUST_013108,Female,18,53,58
CUST_013109,Female,19,52,81
CUST_013110,Male,49,19,19
CUST_013111,Male,27,15,29
CUST_013112,Female,27,51,65
CUST_013113,Male,39,26,74
CUST_013114,Male,27,37,60
CUST_013115,Female,47,54,71
CUST_013116,Female,53,82,39
CUST_013117,Male,18,54,61
CUST_013118,Female,40,53,40
CUST_013119,Female,18,48,50
CUST_013120,Male,21,65,62
CUST_013121,Female,39,107,56
CUST_013122,Male,25,70,75
CUST_013123,Male,37,36,49
CUST_013124,Female,35,65,71
CUST_013125,Male,18,43,14
CUST_013126,Male,41,77,61
CUST_013127,Male,37,57,64
CUST_013128,Female,35,67,89
CUST_013129,Female,28,78,33
CUST_013130,Male,38,99,42
CUST_013131,Female,22,46,33
CUST_013132,Male,24,18,78
CUST_013133,Female,38,26,41
CUST_013134,Male,45,52,31
CUST_013135,Female,30,70,96
CUST_013136,Female,39,56,70
CUST_013137,Female,37,59,74
CUST_013138,Male,39,34,36
CUST_013139,Female,28,63,25
CUST_013140,Male,33,65,83
CUST_013141,Female,34,20,58
CUST_013142,Male,49,99,69
CUST_013143,Male,23,76,79
CUST_013144,Male,20,64,70
CUST_013145,Male,64,103,71
CUST_013146,Female,38,49,23
CUST_013147,Female,40,65,23
CUST_013148,Female,41,29,28
CUST_013149,Female,42,94,26
CUST_013150,Female,43,73,33
CUST_013151,Male,42,45,51
CUST_013152,Male,46,47,29
CUST_013153,Male,36,79,23
CUST_013154,Male,45,91,74
CUST_013155,Male,53,48,24
CUST_013156,Male,36,75,35
CUST_013157,Male,39,41,43
CUST_013158,Male,29,71,1
CUST_013159,Female,33,60,30
CUST_013160,Male,38,26,35
CUST_013161,Female,31,49,33
CUST_013162,Female,35,76,19
CUST_013163,Female,38,69,31
CUST_013164,Male,50,35,81
CUST_013165,Male,26,38,34
CUST_013166,Male,39,26,50
CUST_013167,Male,28,43,77
CUST_013168,Male,42,63,31
CUST_013169,Female,43,74,36
CUST_013170,Female,51,25,87
CUST_013171,Female,30,62,38
CUST_013172,Male,36,37,86
CUST_013173,Male,43,60,23
CUST_013174,Female,41,96,38
CUST_013175,Male,18,35,51
CUST_013176,Female,28,60,5
CUST_013177,Female,40,15,39
CUST_013178,Male,32,70,55
CUST_013179,Male,43,50,46
CUST_013180,Female,45,83,43
CUST_013181,Male,32,56,100
CUST_013182,Male,41,70,22
CUST_013183,Male,49,98,99
CUST_013184,Male,45,72,79
CUST_013185,Female,27,73,60
CUST_013186,Female,33,84,34
CUST_013187,Male,35,67,1
CUST_013188,Female,25,44,30
CUST_013189,Female,45,15,76
CUST_013190,Female,28,47,15
CUST_013191,Female,33,72,34
CUST_013192,Male,45,51,64
CUST_013193,Male,30,56,23
CUST_013194,Female,31,55,13
CUST_013195,Female,38,49,32
CUST_013196,Female,30,73,52
CUST_013197,Female,50,71,86
CUST_013198,Female,25,57,75
CUST_013199,Male,18,74,61
CUST_013200,Male,43,60,90
CUST_013201,Male,31,62,23
CUST_013202,Female,26,52,61
CUST_013203,Female,38,51,76
CUST_013204,Female,39,50,15
CUST_013205,Female,27,57,39
CUST_013206,Female,46,70,60
CUST_013207,Female,43,49,39
CUST_013208,Female,54,60,42
CUST_013209,Male,30,82,71
CUST_013210,Female,36,81,87
CUST_013211,Female,37,39,17
CUST_013212,Male,31,107,83
CUST_013213,Male,39,72,27
CUST_013214,Female,39,50,44
CUST_013215,Male,39,22,70
CUST_013216,Female,31,77,71
CUST_013217,Male,32,68,15
CUST_013218,Female,29,41,88
CUST_013219,Female,27,62,38
CUST_013220,Male,34,32,74
CUST_013221,Male,50,32,77
CUST_013222,Female,55,54,65
CUST_013223,Female,48,55,37
CUST_013224,Female,30,89,40
CUST_013225,Male,39,60,43
CUST_013226,Male,18,50,9
CUST_013227,Male,33,45,48
CUST_013228,Female,31,65,41
CUST_013229,Male,53,15,43
CUST_013230,Male,37,62,31
CUST_013231,Male,35,94,44
CUST_013232,Male,34,80,77
CUST_013233,Female,32,102,68
CUST_013234,Male,40,46,100
CUST_013235,Female,28,69,41
CUST_013236,Female,40,56,32
CUST_013237,Male,49,84,23
CUST_013238,Female,36,58,60
CUST_013239,Female,31,81,52
CUST_013240,Female,34,40,75
CUST_013241,Male,47,57,10
CUST_013242,Male,36,53,32
CUST_013243,Male,28,84,35
CUST_013244,Female,43,40,47
CUST_013245,Female,27,50,40
CUST_013246,Female,32,56,61
CUST_013247,Male,37,22,99
CUST_013248,Male,26,53,14
CUST_013249,Female,18,61,31
CUST_013250,Female,39,91,25
CUST_013251,Female,18,53,29
CUST_013252,Male,25,57,97
CUST_013253,Male,42,48,88
CUST_013254,Male,39,50,30
CUST_013255,Male,33,53,35
CUST_013256,Male,26,58,1
CUST_013257,Male,30,66,49
CUST_013258,Male,40,72,29
CUST_013259,Male,33,52,36
CUST_013260,Male,22,64,56
CUST_013261,Female,26,50,42
CUST_013262,Male,30,45,34
CUST_013263,Female,38,84,73
CUST_013264,Female,36,60,60
CUST_013265,Female,22,48,85
CUST_013266,Female,48,65,29
CUST_013267,Male,27,81,86
CUST_013268,Female,39,48,91
CUST_013269,Female,25,67,40
CUST_013270,Female,59,71,30
CUST_013271,Male,48,63,51
CUST_013272,Male,27,59,38
CUST_013273,Male,35,96,100
CUST_013274,Female,24,53,53
CUST_013275,Female,31,58,60
CUST_013276,Male,39,51,71
CUST_013277,Female,43,67,64
CUST_013278,Female,22,28,18
CUST_013279,Male,27,81,47
CUST_013280,Female,44,33,67
CUST_013281,Female,48,68,69
CUST_013282,Male,27,48,8
CUST_013283,Female,44,92,59
CUST_013284,Male,22,65,46
CUST_013285,Female,32,15,54
CUST_013286,Female,23,55,63
CUST_013287,Female,30,68,61
CUST_013288,Male,54,54,55
CUST_013289,Male,34,39,43
CUST_013290,Male,32,15,3
CUST_013291,Female,29,98,25
CUST_013292,Male,32,113,31
CUST_013293,Female,26,39,45
CUST_013294,Male,36,64,17
CUST_013295,Male,34,50,37
CUST_013296,Male,30,80,74
CUST_013297,Female,29,54,91
